2020-11-07T094103
7433,00000056
7432,00000067
7431,00000062
7477,00000200
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094105
7433,00000058
7432,00000067
7431,00000062
7477,00000200
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094108
7433,00000058
7432,00000067
7431,00000061
7477,00000200
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094111
7433,00000058
7432,00000067
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094114
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094116
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094119
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094122
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094125
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094127
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094130
7433,00000058
7432,00000069
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094133
7433,00000058
7432,0000006B
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094135
7433,00000058
7432,0000006B
7431,00000060
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094138
7433,00000058
7432,0000006B
7431,00000060
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094141
7433,00000058
7432,0000006B
7431,00000060
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094144
7433,00000058
7432,0000006B
7431,00000060
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094146
7433,00000058
7432,0000006B
7431,0000005F
7477,00000200
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094149
7433,00000059
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094152
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094154
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094157
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094200
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094203
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094205
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094212
7433,0000005A
7432,0000006B
7431,0000005E
7477,00000220
7446,-2
7575,00000008
7443,000003FF
2020-11-07T094215
7433,0000005B
7432,0000006B
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094218
7433,0000005C
7432,0000006B
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094220
7433,0000005C
7432,0000006B
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094223
7433,0000005C
7432,0000006A
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094226
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094229
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094231
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094234
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094237
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094239
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094242
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094245
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094248
7433,0000005C
7432,00000069
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094250
7433,0000005C
7432,00000068
7431,0000005C
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094253
7433,0000005C
7432,00000067
7431,0000005B
7477,00000220
7446,00000008
7575,000003FF
7443,00000045
2020-11-07T094300
7433,0000005C
7432,00000067
7431,0000005A
7477,-2
7446,00000220
7575,00000008
7443,000003FF
2020-11-07T094303
7433,0000005E
7432,00000067
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094305
7433,0000005E
7432,00000067
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094308
7433,0000005E
7432,00000067
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094311
7433,0000005E
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094314
7433,-4
7432,0000005E
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094317
7433,0000005E
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094320
7433,0000005E
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000044
2020-11-07T094331
7433,-2
7432,0000005E
7431,-2
7477,00000065
7446,0000005A
7575,00000220
7443,00000008
2020-11-07T094333
7433,0000005E
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094336
7433,0000005F
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094339
7433,00000060
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094341
7433,00000060
7432,00000065
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094344
7433,00000060
7432,00000063
7431,0000005A
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094347
7433,00000060
7432,00000062
7431,0000005E
7477,00000220
7446,00000008
7575,000003FF
7443,00000043
2020-11-07T094350
7433,00000060
7432,00000062
